course_id,student_id,exam_passed,exam_attempt,last_exam_attempt,course_title
7,284194,0,1,2022-08-14,"Introduction to Data and Data Science"
42,284438,1,2,2022-08-14,"Data Strategy"
11,275449,1,1,2022-08-14,"Data Cleaning and Preprocessing with pandas"
35,281196,1,1,2022-08-14,"Introduction to Python"
30,271664,1,1,2022-08-14,"Git and GitHub"
46,282591,1,1,2022-08-14,"Data Literacy"
46,282705,1,1,2022-08-14,"Data Literacy"
24,265970,1,2,2022-08-15,Probability
11,282687,0,1,2022-08-15,"Data Cleaning and Preprocessing with pandas"
20,285553,1,1,2022-08-15,"Introduction to Jupyter"
7,283166,1,2,2022-08-15,"Introduction to Data and Data Science"
14,284001,1,2,2022-08-15,SQL
14,285515,1,2,2022-08-16,SQL
2,282517,1,1,2022-08-15,"Introduction to Tableau"
43,273096,1,2,2022-08-15,"Fashion Analytics with Tableau"
35,285515,1,2,2022-08-15,"Introduction to Python"
7,282159,1,2,2022-08-15,"Introduction to Data and Data Science"
3,282517,1,1,2022-08-15,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
39,282517,1,1,2022-08-15,"Advanced Microsoft Excel"
30,285583,1,1,2022-08-15,"Git and GitHub"
16,282159,1,2,2022-08-15,"Python Programmer Bootcamp"
7,282954,1,1,2022-08-15,"Introduction to Data and Data Science"
2,279726,0,1,2022-08-15,"Introduction to Tableau"
12,279726,0,1,2022-08-15,"Introduction to Business Analytics"
15,279726,0,1,2022-08-15,"Credit Risk Modeling in Python"
21,280613,1,2,2022-08-15,Statistics
28,284001,1,2,2022-08-15,"Power BI"
19,279726,0,1,2022-08-15,"SQL + Tableau + Python"
28,285698,1,1,2022-08-15,"Power BI"
23,282586,1,1,2022-08-15,"Introduction to Excel"
46,282517,1,1,2022-08-15,"Data Literacy"
21,279726,1,1,2022-08-15,Statistics
16,279726,1,1,2022-08-15,"Python Programmer Bootcamp"
46,264303,1,1,2022-08-15,"Data Literacy"
7,283658,1,1,2022-08-15,"Introduction to Data and Data Science"
7,285725,0,1,2022-08-15,"Introduction to Data and Data Science"
7,266864,1,1,2022-08-15,"Introduction to Data and Data Science"
42,282517,1,1,2022-08-15,"Data Strategy"
7,285730,1,1,2022-08-15,"Introduction to Data and Data Science"
23,271903,1,2,2022-09-18,"Introduction to Excel"
35,279874,1,1,2022-08-15,"Introduction to Python"
42,264303,1,1,2022-08-15,"Data Strategy"
35,278697,0,1,2022-08-15,"Introduction to Python"
21,280772,0,1,2022-08-15,Statistics
23,264303,1,1,2022-08-15,"Introduction to Excel"
23,282517,1,1,2022-08-15,"Introduction to Excel"
23,282159,1,1,2022-08-15,"Introduction to Excel"
23,285804,0,1,2022-08-15,"Introduction to Excel"
45,279183,1,1,2022-08-15,"SQL for Data Science Interviews"
30,284890,1,1,2022-08-15,"Git and GitHub"
14,279779,1,1,2022-08-15,SQL
13,264303,1,1,2022-08-15,"Data Analysis with Excel Pivot Tables"
21,282159,1,2,2022-08-15,Statistics
21,264303,1,2,2022-08-15,Statistics
20,285633,1,1,2022-08-15,"Introduction to Jupyter"
30,285718,1,1,2022-08-15,"Git and GitHub"
52,285633,1,2,2022-08-15,"Machine Learning with Support Vector Machines"
14,282159,1,2,2022-08-15,SQL
7,259761,1,2,2022-08-17,"Introduction to Data and Data Science"
14,276107,1,2,2022-08-16,SQL
46,285730,1,1,2022-08-15,"Data Literacy"
50,274267,1,2,2022-08-15,"Machine Learning with Naive Bayes"
7,285633,1,1,2022-08-15,"Introduction to Data and Data Science"
35,282159,1,2,2022-08-16,"Introduction to Python"
3,284001,1,2,2022-08-15,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
34,280948,1,2,2022-08-15,"Web Scraping and API Fundamentals in Python"
20,278684,0,1,2022-08-15,"Introduction to Jupyter"
54,263690,1,1,2022-08-15,"Machine Learning with Decision Trees and Random Forests"
13,282517,1,1,2022-08-15,"Data Analysis with Excel Pivot Tables"
21,285633,1,2,2022-08-15,Statistics
7,280948,1,2,2022-08-15,"Introduction to Data and Data Science"
21,282517,1,1,2022-08-15,Statistics
4,264303,1,1,2022-08-15,"Introduction to R Programming"
37,278684,0,1,2022-08-15,"Machine Learning in Python"
4,282517,1,1,2022-08-15,"Introduction to R Programming"
14,285914,1,2,2022-08-15,SQL
21,280948,1,2,2022-08-15,Statistics
24,285633,1,2,2022-08-15,Probability
3,276107,1,1,2022-08-15,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
35,285583,1,1,2022-08-15,"Introduction to Python"
7,276107,1,1,2022-08-15,"Introduction to Data and Data Science"
35,278684,0,1,2022-08-15,"Introduction to Python"
13,276107,1,1,2022-08-15,"Data Analysis with Excel Pivot Tables"
13,282159,1,2,2022-08-16,"Data Analysis with Excel Pivot Tables"
13,285931,1,2,2022-08-15,"Data Analysis with Excel Pivot Tables"
3,282159,1,2,2022-08-16,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
16,285633,1,1,2022-08-15,"Python Programmer Bootcamp"
7,282517,1,1,2022-08-15,"Introduction to Data and Data Science"
24,280948,1,2,2022-08-15,Probability
22,280613,1,1,2022-08-15,Mathematics
4,285963,1,2,2022-08-16,"Introduction to R Programming"
11,285244,1,1,2022-08-15,"Data Cleaning and Preprocessing with pandas"
42,285730,1,1,2022-08-15,"Data Strategy"
16,280948,1,2,2022-08-15,"Python Programmer Bootcamp"
14,285375,1,1,2022-08-15,SQL
22,280948,1,2,2022-08-15,Mathematics
35,285825,1,1,2022-08-15,"Introduction to Python"
12,282517,1,1,2022-08-15,"Introduction to Business Analytics"
13,285645,1,1,2022-08-15,"Data Analysis with Excel Pivot Tables"
14,280948,1,2,2022-08-15,SQL
24,279726,1,1,2022-08-15,Probability
37,280948,1,2,2022-08-15,"Machine Learning in Python"
22,279726,1,1,2022-08-15,Mathematics
14,279726,1,1,2022-08-15,SQL
32,280948,1,2,2022-08-15,"Deep Learning with TensorFlow 2"
7,286022,1,2,2022-08-17,"Introduction to Data and Data Science"
22,285633,1,1,2022-08-15,Mathematics
20,268485,1,1,2022-08-15,"Introduction to Jupyter"
37,279726,1,1,2022-08-15,"Machine Learning in Python"
7,264158,1,1,2022-08-15,"Introduction to Data and Data Science"
52,280948,1,2,2022-08-15,"Machine Learning with Support Vector Machines"
28,282517,1,1,2022-08-15,"Power BI"
13,268485,1,1,2022-08-15,"Data Analysis with Excel Pivot Tables"
32,279726,1,1,2022-08-15,"Deep Learning with TensorFlow 2"
3,280948,1,2,2022-08-15,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
20,268825,1,1,2022-08-15,"Introduction to Jupyter"
5,279726,1,1,2022-08-15,"Data Preprocessing with NumPy"
37,285922,1,1,2022-08-15,"Machine Learning in Python"
11,279726,1,1,2022-08-15,"Data Cleaning and Preprocessing with pandas"
39,286048,0,1,2022-08-15,"Advanced Microsoft Excel"
39,286022,1,1,2022-08-15,"Advanced Microsoft Excel"
7,279726,1,1,2022-08-15,"Introduction to Data and Data Science"
16,264158,0,1,2022-08-15,"Python Programmer Bootcamp"
20,280613,1,1,2022-08-15,"Introduction to Jupyter"
23,285155,1,1,2022-08-15,"Introduction to Excel"
13,282586,1,1,2022-08-15,"Data Analysis with Excel Pivot Tables"
7,273599,1,1,2022-08-15,"Introduction to Data and Data Science"
39,285914,1,1,2022-08-15,"Advanced Microsoft Excel"
35,284001,1,3,2022-08-16,"Introduction to Python"
7,285922,1,1,2022-08-15,"Introduction to Data and Data Science"
5,282111,0,1,2022-08-15,"Data Preprocessing with NumPy"
14,261491,1,1,2022-08-15,SQL
14,286063,1,2,2022-08-16,SQL
21,285922,1,2,2022-08-16,Statistics
21,285528,1,2,2022-08-16,Statistics
13,285914,1,1,2022-08-15,"Data Analysis with Excel Pivot Tables"
16,285922,1,2,2022-08-17,"Python Programmer Bootcamp"
53,283166,1,2,2022-08-15,"A/B Testing in Python"
50,285528,0,1,2022-08-15,"Machine Learning with Naive Bayes"
42,284022,1,2,2022-08-16,"Data Strategy"
35,286151,1,1,2022-08-15,"Introduction to Python"
21,286048,0,1,2022-08-15,Statistics
21,286022,1,1,2022-08-15,Statistics
20,286151,0,1,2022-08-15,"Introduction to Jupyter"
24,286048,0,1,2022-08-15,Probability
24,286022,1,1,2022-08-15,Probability
16,286048,0,1,2022-08-15,"Python Programmer Bootcamp"
23,282322,1,1,2022-08-15,"Introduction to Excel"
22,285922,1,2,2022-08-16,Mathematics
16,286022,1,1,2022-08-15,"Python Programmer Bootcamp"
22,286048,0,1,2022-08-15,Mathematics
22,286022,1,1,2022-08-15,Mathematics
37,286151,1,1,2022-08-15,"Machine Learning in Python"
14,285922,1,2,2022-08-16,SQL
14,286048,0,1,2022-08-15,SQL
14,286022,1,1,2022-08-15,SQL
37,286048,0,1,2022-08-15,"Machine Learning in Python"
37,286022,1,1,2022-08-15,"Machine Learning in Python"
13,285994,0,1,2022-08-15,"Data Analysis with Excel Pivot Tables"
32,286048,0,1,2022-08-15,"Deep Learning with TensorFlow 2"
32,286022,1,1,2022-08-15,"Deep Learning with TensorFlow 2"
29,278684,0,1,2022-08-15,"Product Management for AI & Data Science"
3,286048,0,1,2022-08-15,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
3,286022,1,1,2022-08-15,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
7,266619,1,1,2022-08-15,"Introduction to Data and Data Science"
11,286048,0,1,2022-08-15,"Data Cleaning and Preprocessing with pandas"
11,286022,1,1,2022-08-15,"Data Cleaning and Preprocessing with pandas"
25,263690,1,1,2022-08-15,"Starting a Career in Data Science: Project Portfolio, Resume, and Interview Process"
16,278684,0,1,2022-08-15,"Python Programmer Bootcamp"
16,286151,1,1,2022-08-15,"Python Programmer Bootcamp"
20,285963,1,2,2022-08-16,"Introduction to Jupyter"
23,285899,1,2,2022-08-16,"Introduction to Excel"
11,282111,1,1,2022-08-16,"Data Cleaning and Preprocessing with pandas"
29,286151,1,1,2022-08-15,"Product Management for AI & Data Science"
7,284482,1,1,2022-08-16,"Introduction to Data and Data Science"
30,286178,1,1,2022-08-16,"Git and GitHub"
21,279874,1,1,2022-08-16,Statistics
7,277886,1,1,2022-08-16,"Introduction to Data and Data Science"
30,284387,1,1,2022-08-16,"Git and GitHub"
7,285515,1,2,2022-08-16,"Introduction to Data and Data Science"
13,286265,1,2,2022-08-16,"Data Analysis with Excel Pivot Tables"
21,277886,0,1,2022-08-16,Statistics
7,285625,1,1,2022-08-16,"Introduction to Data and Data Science"
45,286272,0,1,2022-08-16,"SQL for Data Science Interviews"
22,283166,1,2,2022-08-16,Mathematics
35,286062,1,1,2022-08-16,"Introduction to Python"
21,286072,1,1,2022-08-16,Statistics
16,286072,1,1,2022-08-16,"Python Programmer Bootcamp"
42,285914,1,2,2022-08-17,"Data Strategy"
24,286072,1,1,2022-08-16,Probability
7,286271,1,1,2022-08-16,"Introduction to Data and Data Science"
22,286072,1,1,2022-08-16,Mathematics
53,286309,1,2,2022-08-16,"A/B Testing in Python"
14,286072,1,1,2022-08-16,SQL
42,285604,0,1,2022-08-16,"Data Strategy"
37,286072,1,1,2022-08-16,"Machine Learning in Python"
32,286072,1,1,2022-08-16,"Deep Learning with TensorFlow 2"
5,286072,1,1,2022-08-16,"Data Preprocessing with NumPy"
11,286072,1,1,2022-08-16,"Data Cleaning and Preprocessing with pandas"
35,284662,1,1,2022-08-16,"Introduction to Python"
46,279726,0,1,2022-08-16,"Data Literacy"
42,279726,0,1,2022-08-16,"Data Strategy"
20,273351,1,1,2022-08-16,"Introduction to Jupyter"
23,285730,1,1,2022-08-16,"Introduction to Excel"
21,285825,0,1,2022-08-16,Statistics
7,285375,1,2,2022-08-16,"Introduction to Data and Data Science"
4,286355,0,1,2022-08-16,"Introduction to R Programming"
35,286374,1,2,2022-08-16,"Introduction to Python"
37,285375,1,2,2022-08-17,"Machine Learning in Python"
7,286203,1,1,2022-08-16,"Introduction to Data and Data Science"
27,285375,1,2,2022-08-17,"Time Series Analysis with Python"
22,273351,1,1,2022-08-16,Mathematics
28,285375,1,1,2022-08-16,"Power BI"
2,286113,0,1,2022-08-16,"Introduction to Tableau"
7,284180,1,1,2022-08-16,"Introduction to Data and Data Science"
3,285375,1,1,2022-08-16,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
2,263354,0,1,2022-08-16,"Introduction to Tableau"
21,286405,1,1,2022-08-16,Statistics
35,286405,1,1,2022-08-16,"Introduction to Python"
50,263747,0,1,2022-08-16,"Machine Learning with Naive Bayes"
20,285462,1,1,2022-08-16,"Introduction to Jupyter"
39,285155,1,1,2022-08-16,"Advanced Microsoft Excel"
5,282159,1,2,2022-08-16,"Data Preprocessing with NumPy"
11,282159,1,2,2022-08-16,"Data Cleaning and Preprocessing with pandas"
35,285686,1,1,2022-08-16,"Introduction to Python"
13,284022,1,2,2022-08-16,"Data Analysis with Excel Pivot Tables"
45,285528,1,2,2022-08-16,"SQL for Data Science Interviews"
28,279779,1,1,2022-08-16,"Power BI"
16,276107,1,1,2022-08-16,"Python Programmer Bootcamp"
21,276107,1,1,2022-08-16,Statistics
22,276107,1,1,2022-08-16,Mathematics
23,276107,1,1,2022-08-16,"Introduction to Excel"
11,285583,1,1,2022-08-16,"Data Cleaning and Preprocessing with pandas"
21,286468,1,1,2022-08-16,Statistics
26,276107,1,1,2022-08-16,"SQL + Tableau"
32,276107,1,1,2022-08-16,"Deep Learning with TensorFlow 2"
34,276107,1,1,2022-08-16,"Web Scraping and API Fundamentals in Python"
24,286468,1,1,2022-08-16,Probability
46,276107,1,1,2022-08-16,"Data Literacy"
39,276107,1,1,2022-08-16,"Advanced Microsoft Excel"
52,274267,1,2,2022-08-16,"Machine Learning with Support Vector Machines"
16,286468,1,1,2022-08-16,"Python Programmer Bootcamp"
7,278628,1,1,2022-08-16,"Introduction to Data and Data Science"
4,282183,1,1,2022-08-16,"Introduction to R Programming"
22,286468,1,1,2022-08-16,Mathematics
2,276107,1,1,2022-08-16,"Introduction to Tableau"
46,274564,1,1,2022-08-16,"Data Literacy"
11,285875,1,1,2022-08-16,"Data Cleaning and Preprocessing with pandas"
7,279348,1,1,2022-08-16,"Introduction to Data and Data Science"
35,276107,1,1,2022-08-16,"Introduction to Python"
21,285651,1,2,2022-08-17,Statistics
14,286468,1,1,2022-08-16,SQL
45,286396,1,1,2022-08-16,"SQL for Data Science Interviews"
16,285686,0,1,2022-08-16,"Python Programmer Bootcamp"
37,286468,1,1,2022-08-16,"Machine Learning in Python"
22,285686,1,1,2022-08-16,Mathematics
46,282954,1,1,2022-08-16,"Data Literacy"
7,285038,1,2,2022-08-18,"Introduction to Data and Data Science"
32,286468,1,1,2022-08-16,"Deep Learning with TensorFlow 2"
11,274686,1,1,2022-08-16,"Data Cleaning and Preprocessing with pandas"
3,286468,1,1,2022-08-16,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
24,266693,1,2,2022-08-16,Probability
11,286468,1,1,2022-08-16,"Data Cleaning and Preprocessing with pandas"
11,279874,1,1,2022-08-16,"Data Cleaning and Preprocessing with pandas"
42,282088,1,2,2022-08-16,"Data Strategy"
13,263893,1,1,2022-08-16,"Data Analysis with Excel Pivot Tables"
56,279735,1,1,2022-08-16,"Machine Learning with Ridge and Lasso Regression"
26,285806,1,2,2022-08-16,"SQL + Tableau"
14,286526,0,1,2022-08-16,SQL
21,266864,1,2,2022-08-17,Statistics
14,284400,1,2,2022-08-16,SQL
13,285730,1,1,2022-08-16,"Data Analysis with Excel Pivot Tables"
39,286101,0,1,2022-08-16,"Advanced Microsoft Excel"
21,284955,0,1,2022-08-16,Statistics
46,277378,1,1,2022-08-16,"Data Literacy"
13,286061,1,1,2022-08-16,"Data Analysis with Excel Pivot Tables"
2,286308,0,1,2022-08-16,"Introduction to Tableau"
30,275286,1,1,2022-08-16,"Git and GitHub"
39,285730,1,1,2022-08-16,"Advanced Microsoft Excel"
14,286355,1,1,2022-08-16,SQL
42,277378,1,2,2022-08-16,"Data Strategy"
45,283166,1,2,2022-08-16,"SQL for Data Science Interviews"
20,286355,1,1,2022-08-16,"Introduction to Jupyter"
30,286355,0,1,2022-08-16,"Git and GitHub"
13,286173,1,1,2022-08-16,"Data Analysis with Excel Pivot Tables"
7,286440,1,2,2022-08-16,"Introduction to Data and Data Science"
11,285963,1,2,2022-08-16,"Data Cleaning and Preprocessing with pandas"
19,286308,0,1,2022-08-16,"SQL + Tableau + Python"
34,286355,1,1,2022-08-16,"Web Scraping and API Fundamentals in Python"
14,283855,1,3,2022-08-16,SQL
7,286475,1,1,2022-08-16,"Introduction to Data and Data Science"
30,286050,1,1,2022-08-16,"Git and GitHub"
21,285730,1,1,2022-08-16,Statistics
35,259704,1,1,2022-08-16,"Introduction to Python"
23,285920,0,1,2022-08-16,"Introduction to Excel"
14,286477,1,1,2022-08-16,SQL
28,286061,1,1,2022-08-16,"Power BI"
7,277353,1,2,2022-08-20,"Introduction to Data and Data Science"
39,282586,1,1,2022-08-16,"Advanced Microsoft Excel"
35,286477,1,1,2022-08-16,"Introduction to Python"
3,286477,1,1,2022-08-16,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
45,284743,0,1,2022-08-16,"SQL for Data Science Interviews"
3,285902,1,2,2022-08-17,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
23,285942,1,1,2022-08-16,"Introduction to Excel"
22,262548,1,1,2022-08-16,Mathematics
28,286477,1,1,2022-08-16,"Power BI"
42,274781,1,2,2022-08-16,"Data Strategy"
21,284001,1,2,2022-08-16,Statistics
3,285818,0,1,2022-08-16,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
23,286477,1,2,2022-08-17,"Introduction to Excel"
29,282517,1,1,2022-08-16,"Product Management for AI & Data Science"
35,285529,1,1,2022-08-16,"Introduction to Python"
13,286014,1,1,2022-08-16,"Data Analysis with Excel Pivot Tables"
45,286090,1,2,2022-08-16,"SQL for Data Science Interviews"
36,282517,1,1,2022-08-16,"Python for Finance"
51,282517,1,1,2022-08-16,"Machine Learning in Excel"
42,282719,0,1,2022-08-16,"Data Strategy"
21,283166,1,2,2022-08-16,Statistics
39,285679,1,1,2022-08-16,"Advanced Microsoft Excel"
30,286608,1,2,2022-08-16,"Git and GitHub"
36,286440,1,2,2022-08-16,"Python for Finance"
25,261491,1,1,2022-08-16,"Starting a Career in Data Science: Project Portfolio, Resume, and Interview Process"
23,285816,1,1,2022-08-16,"Introduction to Excel"
30,274267,1,1,2022-08-16,"Git and GitHub"
13,280216,1,1,2022-08-16,"Data Analysis with Excel Pivot Tables"
2,285825,0,1,2022-08-16,"Introduction to Tableau"
2,286405,1,1,2022-08-16,"Introduction to Tableau"
3,285825,0,1,2022-08-16,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
3,286405,1,1,2022-08-16,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
7,286468,1,1,2022-08-16,"Introduction to Data and Data Science"
4,285825,0,1,2022-08-16,"Introduction to R Programming"
5,285825,0,1,2022-08-16,"Data Preprocessing with NumPy"
4,286405,1,1,2022-08-16,"Introduction to R Programming"
23,285652,1,1,2022-08-16,"Introduction to Excel"
5,286405,1,1,2022-08-16,"Data Preprocessing with NumPy"
24,274163,1,2,2022-08-16,Probability
7,285825,0,1,2022-08-16,"Introduction to Data and Data Science"
11,285825,0,1,2022-08-16,"Data Cleaning and Preprocessing with pandas"
20,285825,0,1,2022-08-16,"Introduction to Jupyter"
36,285825,0,1,2022-08-16,"Python for Finance"
5,285963,1,2,2022-08-16,"Data Preprocessing with NumPy"
11,286405,1,1,2022-08-16,"Data Cleaning and Preprocessing with pandas"
23,285825,0,1,2022-08-16,"Introduction to Excel"
24,285825,0,1,2022-08-16,Probability
20,286405,1,1,2022-08-16,"Introduction to Jupyter"
7,286566,1,2,2022-08-16,"Introduction to Data and Data Science"
16,285825,0,1,2022-08-16,"Python Programmer Bootcamp"
23,286405,1,1,2022-08-16,"Introduction to Excel"
7,286405,1,1,2022-08-16,"Introduction to Data and Data Science"
24,286405,1,1,2022-08-16,Probability
16,286405,1,1,2022-08-16,"Python Programmer Bootcamp"
24,274162,1,1,2022-08-16,Probability
37,285825,0,1,2022-08-16,"Machine Learning in Python"
34,285825,0,1,2022-08-16,"Web Scraping and API Fundamentals in Python"
39,285825,0,1,2022-08-16,"Advanced Microsoft Excel"
16,274162,1,2,2022-08-16,"Python Programmer Bootcamp"
37,286405,1,1,2022-08-16,"Machine Learning in Python"
34,286405,1,1,2022-08-16,"Web Scraping and API Fundamentals in Python"
39,286405,1,1,2022-08-16,"Advanced Microsoft Excel"
25,285688,1,1,2022-08-16,"Starting a Career in Data Science: Project Portfolio, Resume, and Interview Process"
7,279874,1,1,2022-08-16,"Introduction to Data and Data Science"
13,286608,1,2,2022-08-16,"Data Analysis with Excel Pivot Tables"
13,285942,1,1,2022-08-16,"Data Analysis with Excel Pivot Tables"
23,273599,1,1,2022-08-16,"Introduction to Excel"
7,284790,1,2,2022-08-17,"Introduction to Data and Data Science"
21,285899,1,2,2022-08-17,Statistics
20,279874,1,1,2022-08-17,"Introduction to Jupyter"
25,285686,1,1,2022-08-17,"Starting a Career in Data Science: Project Portfolio, Resume, and Interview Process"
14,275999,0,1,2022-08-17,SQL
23,285252,1,1,2022-08-17,"Introduction to Excel"
23,266619,1,1,2022-08-17,"Introduction to Excel"
23,279779,0,1,2022-08-17,"Introduction to Excel"
13,283855,1,2,2022-08-17,"Data Analysis with Excel Pivot Tables"
28,283855,1,2,2022-08-17,"Power BI"
12,283855,1,2,2022-08-17,"Introduction to Business Analytics"
26,283855,1,2,2022-08-17,"SQL + Tableau"
28,275032,1,1,2022-08-17,"Power BI"
13,284867,1,2,2022-08-17,"Data Analysis with Excel Pivot Tables"
13,284913,1,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
2,283855,1,2,2022-08-17,"Introduction to Tableau"
13,286653,0,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
13,285413,1,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
3,285963,1,2,2022-08-17,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
13,279779,1,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
13,286642,1,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
3,285730,1,1,2022-08-17,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
3,286374,0,1,2022-08-17,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
7,285532,1,1,2022-08-17,"Introduction to Data and Data Science"
39,286014,0,1,2022-08-17,"Advanced Microsoft Excel"
14,282318,1,1,2022-08-17,SQL
21,285532,1,1,2022-08-17,Statistics
35,285532,1,1,2022-08-17,"Introduction to Python"
23,285446,1,2,2022-08-17,"Introduction to Excel"
14,285532,1,1,2022-08-17,SQL
3,285532,1,1,2022-08-17,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
52,286237,0,1,2022-08-17,"Machine Learning with Support Vector Machines"
22,286646,0,1,2022-08-17,Mathematics
5,285532,1,2,2022-08-17,"Data Preprocessing with NumPy"
11,285532,1,3,2022-08-17,"Data Cleaning and Preprocessing with pandas"
26,286072,0,1,2022-08-17,"SQL + Tableau"
27,286072,0,1,2022-08-17,"Time Series Analysis with Python"
28,286072,0,1,2022-08-17,"Power BI"
29,286072,0,1,2022-08-17,"Product Management for AI & Data Science"
30,286072,0,1,2022-08-17,"Git and GitHub"
33,286072,0,1,2022-08-17,"Customer Analytics in Python"
34,286072,0,1,2022-08-17,"Web Scraping and API Fundamentals in Python"
36,286072,0,1,2022-08-17,"Python for Finance"
35,283886,1,1,2022-08-17,"Introduction to Python"
23,284923,1,2,2022-08-17,"Introduction to Excel"
41,286072,0,1,2022-08-17,"Convolutional Neural Networks with TensorFlow in Python"
48,286072,0,1,2022-08-17,"AI Applications for Business Success"
53,286072,0,1,2022-08-17,"A/B Testing in Python"
14,285730,1,1,2022-08-17,SQL
13,286263,0,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
7,286324,1,3,2022-08-17,"Introduction to Data and Data Science"
51,286072,0,1,2022-08-17,"Machine Learning in Excel"
16,286653,0,1,2022-08-17,"Python Programmer Bootcamp"
39,286792,0,1,2022-08-17,"Advanced Microsoft Excel"
13,285652,1,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
7,286708,1,2,2022-08-17,"Introduction to Data and Data Science"
29,282159,1,2,2022-08-18,"Product Management for AI & Data Science"
16,286642,1,1,2022-08-17,"Python Programmer Bootcamp"
14,286798,1,1,2022-08-17,SQL
46,286805,0,1,2022-08-17,"Data Literacy"
13,286646,1,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
23,286805,0,1,2022-08-17,"Introduction to Excel"
23,286396,1,2,2022-08-17,"Introduction to Excel"
20,286260,0,1,2022-08-17,"Introduction to Jupyter"
13,286805,0,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
39,286806,1,1,2022-08-17,"Advanced Microsoft Excel"
3,286805,0,1,2022-08-17,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
37,286260,1,2,2022-08-17,"Machine Learning in Python"
39,279779,1,1,2022-08-17,"Advanced Microsoft Excel"
48,286805,0,1,2022-08-17,"AI Applications for Business Success"
23,286699,1,1,2022-08-17,"Introduction to Excel"
12,286805,0,1,2022-08-17,"Introduction to Business Analytics"
14,285633,1,2,2022-08-17,SQL
35,285375,1,1,2022-08-17,"Introduction to Python"
21,285375,1,1,2022-08-17,Statistics
37,285633,1,1,2022-08-17,"Machine Learning in Python"
23,277378,1,2,2022-08-17,"Introduction to Excel"
7,280644,1,2,2022-08-17,"Introduction to Data and Data Science"
14,286830,1,1,2022-08-17,SQL
39,286805,0,1,2022-08-17,"Advanced Microsoft Excel"
24,285922,1,2,2022-08-17,Probability
23,286324,0,1,2022-08-17,"Introduction to Excel"
39,285529,1,2,2022-08-17,"Advanced Microsoft Excel"
13,286830,0,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
19,284923,1,2,2022-08-17,"SQL + Tableau + Python"
23,286830,0,1,2022-08-17,"Introduction to Excel"
23,281362,0,1,2022-08-17,"Introduction to Excel"
30,286830,0,1,2022-08-17,"Git and GitHub"
13,285816,1,2,2022-08-17,"Data Analysis with Excel Pivot Tables"
16,285413,1,2,2022-08-17,"Python Programmer Bootcamp"
51,286830,0,1,2022-08-17,"Machine Learning in Excel"
53,286653,0,1,2022-08-17,"A/B Testing in Python"
52,286830,0,1,2022-08-17,"Machine Learning with Support Vector Machines"
52,286798,1,1,2022-08-17,"Machine Learning with Support Vector Machines"
32,285633,1,1,2022-08-17,"Deep Learning with TensorFlow 2"
13,286798,1,1,2022-08-17,"Data Analysis with Excel Pivot Tables"
27,284923,1,2,2022-08-17,"Time Series Analysis with Python"
35,286839,1,1,2022-08-17,"Introduction to Python"
39,286440,1,2,2022-08-17,"Advanced Microsoft Excel"
5,284923,1,2,2022-08-17,"Data Preprocessing with NumPy"
23,284790,1,2,2022-08-17,"Introduction to Excel"
36,286653,0,1,2022-08-17,"Python for Finance"
56,285633,1,2,2022-08-17,"Machine Learning with Ridge and Lasso Regression"
28,278684,0,1,2022-08-17,"Power BI"
23,286271,1,2,2022-08-17,"Introduction to Excel"
24,280868,1,2,2022-08-17,Probability
43,286653,0,1,2022-08-17,"Fashion Analytics with Tableau"
11,284923,1,2,2022-08-17,"Data Cleaning and Preprocessing with pandas"
54,285583,1,2,2022-08-17,"Machine Learning with Decision Trees and Random Forests"
35,286608,1,2,2022-08-17,"Introduction to Python"
42,285686,0,1,2022-08-17,"Data Strategy"
42,284289,0,1,2022-08-17,"Data Strategy"
3,286249,1,1,2022-08-17,"The Complete Data Visualization Course with Python, R, Tableau, and Excel"
21,284790,1,2,2022-08-17,Statistics
