source,target,total_engagement_watch_minutes
281352,21,9.5
280552,21,93.48
281404,21,72.7
281096,21,37.14
281430,21,0.07
281448,21,1.23
266814,21,75.89
281471,21,3.57
281317,21,32.08
281534,21,8.33
279262,21,0.27
281200,21,16.22
266001,21,268.59
281569,21,1.32
279722,21,7.55
281440,21,208.43
269959,21,86.98
281734,21,73.14
264147,21,0.6
281644,21,11.05
281830,21,1.25
281834,21,3.02
280207,21,30.03
280932,21,26.1
281908,21,3.33
281894,21,134.55
273161,21,8.4
281989,21,77.41
276829,21,107.23
281299,21,146.04
281133,21,3.17
281961,21,236.03
278586,21,75.17
280814,21,398.14
273852,21,7.67
282133,21,0.95
274996,21,96.92
282139,21,0.2
280249,21,233.75
281742,21,196.56
282185,21,5.58
265101,21,250.24
270369,21,6.89
282107,21,3.15
275069,21,8.98
282193,21,1.02
280868,21,270.02
280821,21,144.92
281522,21,574.09
282245,21,2.95
282250,21,0.15
282166,21,4.58
279969,21,5.48
282239,21,0.18
282282,21,1.2
281753,21,223.71
281164,21,1.83
266314,21,1.67
280548,21,121.12
282302,21,0.97
282316,21,0.08
281966,21,219.95
261390,21,93.74
282338,21,3.2
263307,21,151.11
264228,21,87.34
282439,21,2.83
275498,21,16.34
281608,21,156.21
275468,21,205.17
282458,21,3.8
282088,21,216.78
282378,21,0.05
280772,21,195.23
282098,21,4.02
282514,21,26.86
282121,21,250.26
282426,21,58.68
282549,21,1.13
282481,21,69.07
282594,21,3.5
266626,21,13.28
282576,21,150.14
282409,21,27.47
282677,21,46.12
282681,21,0.32
263973,21,1.2
282336,21,22.46
282685,21,7.45
266532,21,51.88
282699,21,23.33
281609,21,154.45
282729,21,3.02
282371,21,231.7
282627,21,0.05
282747,21,0.18
278459,21,292.08
282693,21,0.07
282446,21,223.8
282235,21,73.74
280689,21,111.39
282328,21,0.88
274382,21,74.68
265560,21,63.74
270606,21,56.68
282774,21,2.33
282124,21,16.85
268090,21,13.71
280053,21,27.2
282136,21,10.9
282843,21,1.67
282638,21,10.18
277510,21,7.12
282873,21,0.22
282889,21,0.07
282864,21,60.76
282924,21,1.45
282898,21,2.45
282402,21,307.2
282270,21,106.55
282981,21,19.81
282433,21,73.13
274730,21,0.6
261737,21,218.9
283002,21,28.2
283008,21,3.15
282954,21,241.86
282961,21,3.15
283048,21,0.05
283072,21,3.9
279428,21,51.97
280067,21,179.97
282430,21,135.27
282637,21,153.55
282591,21,40.79
282318,21,194.82
282207,21,141
281537,21,6.53
276562,21,1.33
283180,21,0.27
283206,21,1.8
283308,21,0.07
282758,21,182.45
283364,21,0.78
283384,21,4.37
283408,21,0.05
282700,21,73.42
270068,21,73.93
265130,21,67.75
283435,21,175.34
283494,21,0.52
283407,21,0.25
283550,21,3.28
283571,21,1.57
283568,21,0.77
283025,21,241.53
283623,21,126.89
262190,21,3.58
283675,21,0.55
283541,21,0.53
279909,21,63.67
283735,21,74.47
282920,21,177.89
283239,21,0.05
279508,21,85.12
283852,21,186.28
280770,21,1.6
283005,21,42.04
278444,21,6.12
282926,21,404.62
283612,21,47.7
283891,21,1.37
283957,21,45.03
281870,21,186.14
283978,21,0.23
283357,21,161.05
279703,21,31.88
283937,21,0.08
282601,21,203.68
265056,21,7.56
279228,21,220.15
282779,21,233.63
283636,21,187.9
283696,21,270.65
284191,21,0.27
283940,21,0.7
275505,21,7.45
284224,21,0.97
281010,21,0.2
284234,21,32.58
283650,21,30.03
284266,21,116.81
284265,21,75.48
283573,21,125.95
280954,21,17.98
273136,21,151.99
282128,21,0.13
283936,21,0.87
284463,21,0.5
267878,21,2.7
282813,21,151.75
274780,21,6.92
262487,21,14
277781,21,17.05
261550,21,248.18
284590,21,3.15
282273,21,289.07
284592,21,0.75
284432,21,17.26
284152,21,94.26
282582,21,23.69
273300,21,0.12
284652,21,17.28
284632,21,4.65
284653,21,0.2
282560,21,229.72
283679,21,59.28
259870,21,4.48
278283,21,75.77
284221,21,2.85
284866,21,0.15
283576,21,241.9
283807,21,4.78
284180,21,301.06
271202,21,44.67
284906,21,3.27
283584,21,97.5
277525,21,6.63
284288,21,139.44
285016,21,31.68
285033,21,0.17
273627,21,11.33
284799,21,43.82
284531,21,197.45
278190,21,45.05
284907,21,31
284930,21,3.15
282803,21,213.01
277403,21,1001.16
285109,21,3.15
284584,21,0.33
284141,21,141.76
285084,21,2.68
284292,21,92.62
278431,21,4.28
285203,21,65.62
285151,21,40
271410,21,0.55
264347,21,147.15
280948,21,104.2
284958,21,1.57
275529,21,52.65
280613,21,246.65
284066,21,44.68
269158,21,0.07
284954,21,304.98
282542,21,221.08
284194,21,6.5
283889,21,39.07
283166,21,249.54
282915,21,5.82
266619,21,8.58
285439,21,1.38
283608,21,56.52
284258,21,1.13
269099,21,31.42
285528,21,34.55
285539,21,12.97
264114,21,12.67
285556,21,5.3
279366,21,16.08
278017,21,67.63
274098,21,0.4
280197,21,42.83
266200,21,63.72
284017,21,0.2
285601,21,19.37
283207,21,79.25
285651,21,318
275002,21,3.95
285669,21,1.93
285665,21,0.3
285684,21,19.35
285501,21,241.54
266864,21,228.65
279874,21,124.93
279183,21,13.7
285754,21,0.07
285541,21,24.3
270853,21,0.17
282159,21,43.88
276296,21,37.58
285633,21,47.83
264303,21,30.85
285923,21,0.17
285727,21,107.01
274626,21,191.98
285977,21,1.15
283266,21,2.05
269519,21,107.08
281924,21,3.27
286019,21,0.18
285737,21,53.37
282849,21,190.69
278463,21,3.15
269540,21,549.31
259042,21,194.55
284644,21,10.1
274611,21,16.83
286132,21,0.48
284190,21,16.17
285922,21,32.36
286148,21,155.32
286157,21,0.23
285949,21,4.53
284990,21,1.83
284110,21,1.62
285862,21,0.13
285914,21,0.18
284489,21,1.97
285637,21,0.05
284633,21,222.3
271119,21,4.7
285899,21,170.1
281196,21,3.1
270596,21,128.59
286269,21,0.32
286284,21,0.1
277886,21,51.87
285462,21,3.15
286280,21,12.55
286130,21,71.82
285686,21,147.35
276787,21,1.85
286378,21,25.22
284923,21,40.35
286393,21,15.68
286406,21,69.11
273351,21,215.45
285288,21,1.48
284171,21,207.81
259254,21,7
282494,21,5.86
283142,21,6.95
276220,21,0.12
285819,21,5.93
286530,21,1.52
286526,21,0.2
275032,21,1.72
269216,21,2.22
284902,21,211.51
286546,21,1.77
277242,21,71.83
277353,21,221.35
280411,21,5.88
271231,21,1.52
286396,21,330.7
285550,21,3.85
284037,21,3.15
285284,21,5.8
286202,21,23.95
285731,21,0.9
284001,21,34.98
286475,21,187.92
282586,21,349.33
286146,21,252.75
286259,21,15.37
285816,21,202.05
285815,21,11.87
279885,21,3.33
286395,21,6.15
285901,21,104.03
277378,21,108.45
269738,21,3.13
285688,21,81.42
285532,21,1.17
286755,21,2.45
285252,21,103.93
286545,21,5.23
284022,21,243.44
286782,21,18.77
285888,21,191.1
284999,21,4.77
286808,21,5.85
279348,21,12.23
285645,21,5.3
285375,21,1.78
286671,21,221.63
285537,21,213.62
280644,21,309.64
286540,21,83.19
286712,21,1.92
279250,21,0.73
285263,21,2.92
286271,21,111.47
286087,21,71.65
276824,21,26.35
286440,21,194.41
286918,21,4.12
286428,21,0.07
286922,21,9.57
286477,21,4.58
284790,21,32.32
286586,21,13.53
286608,21,30.2
286903,21,0.28
286059,21,3.8
285963,21,30.67
275924,21,0.17
282751,21,116.46
284916,21,0.47
280685,21,0.27
280121,21,338.27
285942,21,0.13
286481,21,0.12
286006,21,0.12
280243,21,0.27
286291,21,31.93
279562,21,167.76
277306,21,17.85
286529,21,80.3
287109,21,0.47
283130,21,84.99
285411,21,498.04
287167,21,0.1
278483,21,0.32
286751,21,74.1
286741,21,63.35
285670,21,1.3
287230,21,7.11
285311,21,5.68
284959,21,32.9
275100,21,282.98
287245,21,59.9
282575,21,222.53
287278,21,2.17
287103,21,75.68
287285,21,106.46
287206,21,2.12
287089,21,1
285322,21,300.22
285307,21,14.97
287369,21,117.87
287400,21,3.57
287430,21,12.54
277410,21,138.11
283614,21,2.08
287208,21,47.77
287458,21,0.8
285098,21,3.2
287331,21,285.06
285581,21,0.38
287115,21,33
287214,21,0.8
287180,21,57.55
275725,21,0.53
284858,21,251.62
287548,21,78.02
287609,21,6.13
287620,21,0.52
287618,21,4.82
287531,21,3.18
286489,21,37.88
287499,21,151.88
286824,21,4.52
287143,21,320.03
287747,21,0.42
287754,21,0.13
282442,21,107.84
287767,21,1.08
287774,21,6.25
287787,21,7.2
286466,21,3.05
261085,21,3.23
287565,21,42.17
287840,21,0.6
287825,21,69.52
286515,21,14.08
274464,21,20.5
285915,21,107.1
287334,21,300.39
288010,21,0.7
288014,21,1.52
275307,21,20.02
283854,21,205.28
288070,21,1.55
288029,21,6.98
287018,21,7
287238,21,62.67
288119,21,0.18
285352,21,267.55
288140,21,5.73
287590,21,7.5
286826,21,291.4
287436,21,228.87
263822,21,6.8
286865,21,42.88
288283,21,3.38
288142,21,1.2
265337,21,183.2
288408,21,3.25
288416,21,6.78
288421,21,0.38
288425,21,0.05
288428,21,0.83
288345,21,257.25
288445,21,74.92
284067,21,8.88
287952,21,5.98
288351,21,4.05
288533,21,67.69
285283,21,13.92
275276,21,298.59
286834,21,180.58
286851,21,4.02
287291,21,203.15
274781,21,384.5
288697,21,0.05
288725,21,64.83
281325,21,23.03
288773,21,72.61
262861,21,208.76
288770,21,0.57
288637,21,96.78
288838,21,0.12
278789,21,225.27
287526,21,223.43
288923,21,101.2
282626,21,18.49
284334,21,1.12
271161,21,0.22
289066,21,44.72
288915,21,2.38
270616,21,295.66
287632,21,344.87
289094,21,66.13
282304,21,237.59
289152,21,11.93
261972,21,187.74
274552,21,259.1
289180,21,50.62
289182,21,0.07
284230,21,23.09
263894,21,0.1
289218,21,18.52
277953,21,191.36
282940,21,2.58
266187,21,138.33
288926,21,123.63
278409,21,216.54
289360,21,7.33
289381,21,3.55
287490,21,326.55
289270,21,125.43
289263,21,21.64
288809,21,222.36
289055,21,19.4
289260,21,152.2
289118,21,103.88
289501,21,0.07
282977,21,456.67
289499,21,35.78
286418,21,72.18
289616,21,6.23
289609,21,11.12
287688,21,196.03
289681,21,0.65
285406,21,163.31
289725,21,7.13
285397,21,99.75
289684,21,4.75
289624,21,0.38
289822,21,0.4
285003,21,33.72
289934,21,0.42
289666,21,22.53
270366,21,2.37
289963,21,9.35
289998,21,0.32
290024,21,0.43
289851,21,4.57
290064,21,0.35
265906,21,7.3
290091,21,0.08
289972,21,0.45
288659,21,207.11
289432,21,58.9
286799,21,242.48
289177,21,438.34
266512,21,84.68
275590,21,198.38
282066,21,31.76
268420,21,209.57
284434,21,2.53
290229,21,16.45
284035,21,2.43
259361,21,98.93
284566,21,0.18
289015,21,0.3
288808,21,4.57
290330,21,0.78
289517,21,249.41
290390,21,6.85
288315,21,98.31
290313,21,37.77
287931,21,50.41
290321,21,0.92
290050,21,3.3
290485,21,0.18
288484,21,92.5
262754,21,138.65
264810,21,1.33
290651,21,0.1
290659,21,0.98
287373,21,231.72
279023,21,38.75
288791,21,8.17
281211,21,0.15
278530,21,4.91
290793,21,0.07
290799,21,6.97
290809,21,7.4
282985,21,0.55
290834,21,0.22
279404,21,0.25
289005,21,2.77
263825,21,300.3
290984,21,0.22
288884,21,227.27
291022,21,10.83
290970,21,0.08
291057,21,67.55
290953,21,320.34
291062,21,3.02
291072,21,1.15
291083,21,0.05
291084,21,0.87
275246,21,0.07
291121,21,11.37
289244,21,249.69
291132,21,0.23
289194,21,0.05
279958,21,74.83
290989,21,2.87
291194,21,30.97
275591,21,18.9
279517,21,2.55
287473,21,400.87
291305,21,4.25
280372,21,83.86
291345,21,2.47
290444,21,275.02
260698,21,20.08
290723,21,94.75
268373,21,2.5
291430,21,0.05
259494,21,0.05
291467,21,0.05
273630,21,94.17
291492,21,1.73
291477,21,0.08
291502,21,1.33
291003,21,6.98
289805,21,328.36
291528,21,81.57
290027,21,0.32
291576,21,27.27
291452,21,130.12
291600,21,3.53
275583,21,437.45
291709,21,0.07
291728,21,0.08
282713,21,3.15
291737,21,0.85
291730,21,7.2
290843,21,347.45
291290,21,5.27
280853,21,152.98
280611,21,115.93
279306,21,1.45
265210,21,84.26
291793,21,47.35
291551,21,93.71
271197,21,11.09
288746,21,43.45
291789,21,261.61
290206,21,49.13
291575,21,81.17
291834,21,1.6
266743,21,9.67
291918,21,0.05
291917,21,0.73
290231,21,10.37
284482,21,338.92
291952,21,0.08
285467,21,0.62
274791,21,189.04
291914,21,0.82
265204,21,0.05
282564,21,85.85
282033,21,101.93
292038,21,2.18
289798,21,125.29
281885,21,33.83
291782,21,0.22
282776,21,88.14
292132,21,7.78
271903,21,55.45
292142,21,2.3
291949,21,140.97
291470,21,0.3
292153,21,0.13
291744,21,81.23
282839,21,236.67
283382,21,3.37
292365,21,19.37
291976,21,44.48
292377,21,0.8
292388,21,41.43
292360,21,0.17
290458,21,10.75
286566,21,60.65
292428,21,10.66
283824,21,230.23
292447,21,1.88
292453,21,70.12
292406,21,241.03
291487,21,277.09
280330,21,130.09
289710,21,1.35
291425,21,592.1
287683,21,0.58
291264,21,0.18
272068,21,0.42
292113,21,0.88
292532,21,1.77
292567,21,56.92
272144,21,24.83
292589,21,0.67
274499,21,1.73
273443,21,27.1
287530,21,0.48
285504,21,231.65
292624,21,62.6
292491,21,211.21
292637,21,0.18
292682,21,0.42
269526,21,97.83
285337,21,0.3
292717,21,0.18
292746,21,15.65
292768,21,0.2
292783,21,0.12
292749,21,43.38
292584,21,23.05
292805,21,55.37
292813,21,0.1
292850,21,33.98
292855,21,1.62
292866,21,0.45
292869,21,0.1
292566,21,20.77
289047,21,173.74
279741,21,0.05
292918,21,2.86
292951,21,82.8
292966,21,68.24
292970,21,5.62
291462,21,102.73
292830,21,7.6
292486,21,200.88
291577,21,222.77
293126,21,238.31
292640,21,6.52
293131,21,1.78
292595,21,94.67
293138,21,44.65
292061,21,37.4
293190,21,0.25
288269,21,247.7
292862,21,0.33
259568,21,22.82
292819,21,182.73
292572,21,563.28
293296,21,0.53
287636,21,139.48
292611,21,75.11
293156,21,82.1
291706,21,190.85
293324,21,74.35
292625,21,280.77
293370,21,1.18
293214,21,243.86
268830,21,4.83
292939,21,70.03
282529,21,80.7
293518,21,0.37
287737,21,219.75
287739,21,3.58
293538,21,4.1
293539,21,53.6
293553,21,4.3
293497,21,219.58
261813,21,125.15
265685,21,1610.05
282454,21,1.73
293628,21,67.58
293614,21,0.27
293655,21,0.45
293627,21,65.49
293602,21,0.42
293083,21,256.81
280301,21,0.07
293108,21,0.07
293707,21,2.98
270607,21,167.76
292531,21,0.78
293729,21,1.13
281962,21,9.42
293742,21,1.03
293765,21,75.99
261337,21,40.42
293813,21,0.07
291619,21,59.13
293560,21,0.15
293815,21,1.02
290145,21,7.28
293849,21,2.82
293852,21,1.46
270245,21,3.12
289655,21,73.65
293883,21,0.43
293886,21,3.52
292585,21,169.33
292538,21,191.33
293948,21,0.33
293666,21,66.92
293962,21,220.19
282640,21,146.1
293557,21,10
265489,21,0.28
291743,21,23.1
292650,21,213.18
278972,21,54.69
269110,21,228.02
294158,21,0.22
294131,21,69.03
293951,21,380.32
290242,21,29.76
293979,21,3.28
293282,21,50.4
290020,21,0.25
294287,21,0.07
292632,21,38.88
293564,21,251.23
263441,21,4.42
294303,21,0.05
294245,21,7.37
281993,21,246.18
293639,21,74.95
293345,21,228.23
294006,21,334.2
294438,21,0.88
282614,21,34.03
291061,21,58.8
294554,21,2.4
290496,21,36.35
294590,21,3.1
294608,21,107.52
293447,21,6.58
294629,21,138.25
289567,21,0.9
294646,21,3.63
277580,21,3.43
294663,21,0.73
275683,21,0.42
282901,21,54.22
294714,21,19.6
263911,21,4.72
292931,21,52.1
294788,21,1.78
294444,21,70.55
293976,21,195
292815,21,241.37
289332,21,6.63
294871,21,5.7
269864,21,23.93
283862,21,43.33
294992,21,0.12
275193,21,1.72
295085,21,15.93
293713,21,72.1
295128,21,1.28
293239,21,0.28
295177,21,43.58
295180,21,3.38
295217,21,209.97
288098,21,177.67
290819,21,1.8
295211,21,0.25
295106,21,114.3
295257,21,0.17
295260,21,5.67
294338,21,192.91
295279,21,11.25
293579,21,0.43
294907,21,37.32
291769,21,593.94
295363,21,2.55
295374,21,0.18
290465,21,181.51
295090,21,2.55
295256,21,203.41
295307,21,16.77
292057,21,0.28
261721,21,52.1
295424,21,1.05
294193,21,126.7
295403,21,7.13
286636,21,2.75
294949,21,225.19
279062,21,180.1
279735,21,23.81
295497,21,0.28
295513,21,27.07
275215,21,34.22
295516,21,0.05
275566,21,51.17
295310,21,27.55
295528,21,0.27
292724,21,3.97
291637,21,48.82
290263,21,0.23
295557,21,0.28
295565,21,0.05
293541,21,3.12
295553,21,19.37
295582,21,8.5
295605,21,0.13
293890,21,0.08
295658,21,2.8
284438,21,342.61
295719,21,0.33
261626,21,0.07
295578,21,121.94
295766,21,1.8
295768,21,5.63
282643,21,0.95
289527,21,7.78
295795,21,156.45
295812,21,0.83
292151,21,224.05
294792,21,95
291116,21,221.89
295858,21,2.88
292882,21,24.72
292924,21,240.02
295916,21,2.35
295949,21,2.56
295979,21,0.18
295985,21,0.15
296027,21,0.38
294113,21,109.82
295527,21,90.12
290365,21,5.57
295127,21,8.22
295995,21,58.27
296113,21,2.06
283406,21,74.5
264467,21,16.63
296138,21,0.07
296141,21,6.92
296165,21,0.28
286190,21,55.25
291012,21,25.6
293303,21,117.3
295474,21,0.2
296298,21,7.04
296280,21,0.08
296304,21,0.2
296340,21,0.23
296346,21,0.05
292496,21,24.45
296358,21,20.57
295114,21,88.21
296415,21,0.05
292661,21,1.83
296061,21,71.17
294429,21,7.57
296520,21,3.98
289769,21,62.87
296402,21,431.33
296160,21,3.05
296426,21,61.38
292499,21,7.1
296529,21,29.9
296635,21,0.15
282687,21,2.88
296657,21,0.07
294859,21,19.65
296291,21,176.57
296701,21,3.15
296606,21,0.78
296709,21,176.67
295147,21,0.42
287916,21,71.47
295973,21,0.78
295088,21,64.29
296781,21,211.56
296780,21,0.43
296784,21,0.4
296690,21,56.95
288487,21,22.35
291606,21,40.67
290273,21,12.18
296851,21,0.68
290039,21,33.07
290226,21,222.3
296793,21,174.73
296769,21,0.33
296900,21,51.18
296895,21,3.43
296911,21,20.72
296775,21,2.43
296959,21,1.13
294948,21,0.05
296033,21,21.05
296159,21,0.23
297015,21,0.97
292475,21,27.28
297048,21,2.35
258819,22,2.98
259025,22,2.28
259024,22,3.15
259133,22,2.38
259180,22,1.72
259143,22,10.12
259607,22,0.3
259478,22,3.62
259283,22,105.88
259297,22,22.2
259868,22,0.05
259932,22,0.37
259961,22,0.3
259841,22,1.95
260014,22,1.08
260116,22,6.78
260111,22,41.8
260532,22,0.08
259504,22,61.24
260687,22,3.2
259258,22,44.32
260787,22,2.08
260806,22,1.8
260813,22,16.67
260850,22,85.22
260899,22,1.12
260906,22,0.37
260190,22,15.15
261058,22,9.63
260494,22,0.12
261195,22,9.53
261210,22,0.38
261249,22,0.88
261278,22,0.55
261227,22,6.85
261400,22,0.17
261578,22,0.47
261554,22,0.72
260132,22,112.28
260126,22,48.78
261602,22,0.47
261685,22,0.18
261530,22,3.62
261787,22,0.77
261907,22,0.5
261889,22,0.68
261692,22,0.08
260486,22,56.03
262368,22,9.7
262376,22,6.6
259865,22,59.6
261121,22,14.13
260911,22,3.02
258971,22,31.96
262717,22,0.85
261567,22,59.65
261263,22,106.97
261359,22,21.78
261681,22,0.23
262821,22,52.78
262967,22,24.4
263143,22,4.68
263171,22,0.85
263180,22,0.47
260932,22,15.07
262819,22,3.62
261523,22,13
260593,22,84.9
262973,22,3.12
263379,22,19.05
263354,22,0.15
263451,22,3.83
263454,22,0.07
262784,22,57.17
263486,22,5.8
260649,22,52.03
261171,22,84.45
261777,22,38.26
263496,22,3.62
261374,22,13.43
263192,22,3.62
263704,22,0.32
263786,22,48.74
263526,22,23.67
263549,22,11.7
262459,22,69.47
264029,22,0.1
261212,22,53.76
264096,22,17.85
261521,22,4.77
259959,22,68.85
264197,22,1.97
264168,22,3.97
264272,22,0.37
262470,22,0.32
263564,22,55.05
264421,22,1.78
264549,22,0.38
260916,22,46.66
264605,22,1.12
264354,22,14.14
262705,22,1.42
261802,22,90.12
264750,22,11.3
264759,22,8.82
264860,22,0.25
262414,22,43.5
259657,22,54.47
264677,22,10.47
264694,22,53.63
265133,22,1.22
265378,22,6.43
264291,22,13.08
263480,22,41.9
265259,22,3.72
264916,22,51.48
265328,22,58
265685,22,134.77
263677,22,0.12
265025,22,0.05
265815,22,0.13
265915,22,0.23
262641,22,41.13
265961,22,0.23
265575,22,0.88
263126,22,23.35
265337,22,47.12
266242,22,14.87
266267,22,0.08
263845,22,0.05
265147,22,14.58
266402,22,55.93
266348,22,9.25
266482,22,0.92
266565,22,0.22
263639,22,15.87
265966,22,84.37
262870,22,2.57
259524,22,60.83
267062,22,4.85
261778,22,54.97
260998,22,33.03
263531,22,83.75
266548,22,76.8
266811,22,10
263693,22,36.4
263690,22,49.96
261785,22,95.66
267695,22,3.62
265928,22,48.72
263648,22,11.33
267939,22,15.42
264514,22,54.57
266332,22,104.4
260954,22,47.12
261281,22,0.13
260572,22,56.35
266723,22,1.03
268223,22,15.85
258818,22,31.45
268376,22,0.88
266095,22,53.7
268390,22,154.41
268450,22,0.47
268462,22,0.45
268113,22,6.8
267854,22,58.45
261905,22,87.48
264290,22,3.51
268626,22,0.27
268613,22,0.07
268262,22,1.52
265250,22,88.56
268607,22,0.7
268672,22,0.05
268794,22,1.37
264391,22,3.62
268858,22,3.68
261466,22,84.57
268914,22,18.42
268995,22,0.52
268409,22,55.27
268516,22,15.92
268556,22,73.92
266529,22,61.29
269457,22,4.35
269569,22,14.93
266614,22,91.1
268796,22,91.25
269135,22,15.45
260754,22,85.37
269711,22,15.43
262761,22,9.23
260465,22,99.44
261073,22,0.07
260168,22,82.89
261453,22,4.17
261158,22,2.55
268014,22,0.15
270103,22,13.7
270263,22,44.36
270150,22,0.33
261801,22,117.32
270603,22,0.65
270676,22,0.3
270707,22,1
269907,22,16.92
270755,22,2.18
270710,22,50.87
270363,22,21.22
270797,22,15.17
269289,22,48.82
264637,22,6.58
268242,22,52.97
270899,22,1.58
269040,22,51.77
261753,22,0.87
260042,22,54.93
264146,22,50.68
262237,22,3.25
267898,22,17.88
267916,22,51.8
271283,22,0.07
271299,22,0.07
268825,22,55.4
268863,22,43.91
262992,22,19.6
271470,22,9.53
270188,22,9.93
270527,22,0.23
271795,22,0.43
268922,22,34.16
259262,22,9.3
272002,22,0.05
266001,22,318.55
266112,22,52.68
272342,22,13.32
272349,22,1.35
272533,22,0.22
272596,22,1.02
261590,22,56.18
272673,22,0.32
268396,22,0.33
271761,22,28.07
272815,22,8.92
269872,22,95.57
268764,22,81.4
272842,22,36.87
270599,22,41.37
271584,22,15.1
273667,22,0.38
273668,22,2.93
273715,22,3.53
273769,22,14.37
273825,22,3.32
273068,22,0.22
267936,22,155.57
270988,22,3.62
272472,22,53.33
273995,22,14.32
274040,22,0.73
274038,22,0.22
273467,22,0.12
272727,22,16.17
270009,22,50.7
273333,22,0.05
270193,22,17.23
261519,22,42.43
274458,22,0.37
272255,22,52.4
274638,22,0.85
274642,22,11.52
274705,22,1.23
274714,22,2.87
261647,22,32.78
274733,22,3.55
274798,22,3.42
274639,22,8.93
274781,22,45.04
262412,22,49.35
275032,22,0.27
275060,22,0.15
275158,22,0.33
260980,22,119.65
275213,22,18.33
262714,22,51.18
261019,22,202.21
275307,22,2.65
275362,22,0.37
274181,22,0.07
275141,22,0.33
270042,22,28.32
275055,22,4.4
274050,22,82.02
268331,22,52.52
273462,22,0.3
272909,22,51.53
268287,22,184.82
274929,22,4.87
275834,22,10.55
266512,22,55.1
267842,22,0.1
276144,22,0.05
276442,22,0.38
274278,22,52.56
276455,22,45.28
275682,22,7.15
276490,22,0.18
276567,22,0.58
265588,22,47.8
275020,22,57.6
273423,22,64.38
266788,22,94.4
268896,22,16.85
276947,22,15.02
277069,22,0.8
272173,22,7.37
277225,22,0.1
268926,22,84.68
276708,22,10.3
276832,22,3.15
264954,22,9.33
277135,22,0.47
277562,22,0.12
268989,22,102.78
277776,22,0.82
274039,22,47.9
277499,22,6.23
277993,22,3.42
278161,22,2.73
277747,22,12.68
265462,22,3.2
278328,22,0.98
278280,22,0.32
268011,22,70.11
278531,22,2.55
278598,22,12.23
278639,22,6.25
269518,22,81.45
261408,22,0.1
278846,22,0.07
278697,22,2.87
277958,22,0.32
278881,22,94.94
272905,22,9.7
279028,22,0.38
279328,22,0.05
261393,22,44.25
271664,22,48.22
279470,22,0.32
261325,22,0.05
265489,22,0.59
265340,22,0.1
272470,22,3.62
279866,22,0.25
279752,22,18.22
273846,22,51.97
270738,22,128.86
275442,22,3.07
277782,22,10.83
278326,22,60.8
271991,22,60.42
275684,22,5.3
270247,22,86.13
280329,22,0.47
280391,22,9.73
263087,22,63
269204,22,50.62
261412,22,56.18
280599,22,2.98
274814,22,19.02
277866,22,58.28
261491,22,29.05
280865,22,0.35
280853,22,21.26
278582,22,55.5
281019,22,0.42
280134,22,54.88
275470,22,74.93
281243,22,0.42
281293,22,5.05
278927,22,57.42
266814,22,34.3
276783,22,86.45
274689,22,0.73
281022,22,1.43
281870,22,9.47
279482,22,73.94
281961,22,70.7
277242,22,14.02
258922,22,4.58
282185,22,0.68
275637,22,36.9
282154,22,1.2
266012,22,72.11
280207,22,12.07
278753,22,44.34
274996,22,9.57
276562,22,45.97
274209,22,0.38
282474,22,9.78
279392,22,1
274756,22,3.33
280249,22,99.63
260433,22,0.22
281671,22,15.61
282565,22,0.12
282624,22,0.5
282643,22,0.55
263973,22,0.33
282694,22,0.15
282291,22,106.42
281054,22,1.18
282741,22,50
273300,22,2.22
282328,22,0.12
274861,22,106.9
282136,22,4.77
282336,22,44.52
282881,22,50.93
282889,22,0.23
282924,22,0.15
282985,22,0.22
283011,22,0.2
277012,22,51.57
270928,22,38.92
274130,22,2.07
283093,22,2.88
282433,22,13.39
275045,22,13.07
282576,22,31.82
283435,22,2.12
268090,22,4.1
283364,22,0.47
283609,22,0.68
283162,22,51.9
267498,22,0.63
278228,22,0.05
282235,22,47.43
272029,22,2.83
283612,22,17.75
281753,22,51.02
282614,22,10.58
283573,22,98.7
282538,22,15.5
274732,22,0.23
282371,22,0.47
282318,22,72
284432,22,2.22
284632,22,50.6
283818,22,3.42
265415,22,54.77
284694,22,5.88
267959,22,79.55
284832,22,0.37
259833,22,0.07
283357,22,47.5
282803,22,31.53
273627,22,13.16
284930,22,3.42
284288,22,0.32
264347,22,48.48
280948,22,68.95
280193,22,51.56
281196,22,60.45
283983,22,0.37
284258,22,1.58
273096,22,0.1
285825,22,11.25
285853,22,49.99
280613,22,49.03
285896,22,51.82
285934,22,0.42
285686,22,36.15
283266,22,2.82
268485,22,49.02
286027,22,46.8
285633,22,0.22
274626,22,3.55
279726,22,11.4
286128,22,0.82
283166,22,87.79
271119,22,0.17
262548,22,43.58
285462,22,0.05
273351,22,55.43
274625,22,3.55
285922,22,45.68
285888,22,58.59
286335,22,1.38
285637,22,0.72
286387,22,40.93
279958,22,10.32
270369,22,0.15
286173,22,0.12
285571,22,1.43
282915,22,16.65
285731,22,0.32
266532,22,2.43
286712,22,2.8
286725,22,1.33
286398,22,9.13
286759,22,0.37
286754,22,12.67
286545,22,0.2
286591,22,2.65
286755,22,0.38
285413,22,0.17
285458,22,40.45
286855,22,4.73
286862,22,0.28
286566,22,82.88
284923,22,33.32
286876,22,21.32
286164,22,9.98
286922,22,0.18
286924,22,39.2
285537,22,41
281565,22,0.47
286907,22,41.18
286087,22,0.47
286796,22,1.13
280685,22,0.1
276824,22,0.07
286989,22,0.32
286440,22,48.77
287003,22,11.15
